,movie,year,imdb,metascore,votes
0,Inglourious Basterds,2009,8.3,69        ,1137703
1,Avatar,2009,7.8,83        ,1054491
2,Up,2009,8.2,88        ,856955
3,The Hangover,2009,7.7,73        ,675482
4,District 9,2009,7.9,81        ,608298
5,Star Trek,2009,7.9,82        ,558776
6,Sherlock Holmes,2009,7.6,57        ,552505
7,Zombieland,2009,7.6,73        ,466166
8,Watchmen,2009,7.6,56        ,458716
9,(500) Days of Summer,2009,7.7,76        ,444505
10,X-Men Origins: Wolverine,2009,6.6,40        ,441536
11,Harry Potter and the Half-Blood Prince,2009,7.6,78        ,423913
12,Transformers: Revenge of the Fallen,2009,6.0,35        ,367152
13,2012,2009,5.8,49        ,330652
14,Terminator Salvation,2009,6.5,49        ,323105
15,Moon,2009,7.9,67        ,314318
16,3 Idiots,2009,8.4,67        ,304960
17,Up in the Air,2009,7.4,83        ,302650
18,The Proposal,2009,6.7,48        ,275162
19,The Blind Side,2009,7.6,53        ,269885
20,Public Enemies,2009,7.0,70        ,263238
21,Angels & Demons,2009,6.7,48        ,254945
22,Law Abiding Citizen,2009,7.4,34        ,254784
23,The Twilight Saga: New Moon,2009,4.7,44        ,250506
24,Fast & Furious,2009,6.6,46        ,245233
25,Knowing,2009,6.2,41        ,209950
26,The Road,2009,7.2,64        ,209349
27,Ice Age: Dawn of the Dinosaurs,2009,6.9,50        ,206448
28,Mr. Nobody,2009,7.8,63        ,199369
29,Män som hatar kvinnor,2009,7.8,76        ,199058
30,G.I. Joe: The Rise of Cobra,2009,5.8,32        ,191872
31,The Ugly Truth,2009,6.4,28        ,191650
32,Cloudy with a Chance of Meatballs,2009,6.9,66        ,188136
33,"I Love You, Man",2009,7.0,70        ,186462
34,Coraline,2009,7.7,80        ,180001
35,Fantastic Mr. Fox,2009,7.8,83        ,178759
36,Drag Me to Hell,2009,6.5,83        ,178183
37,Orphan,2009,6.9,42        ,177142
38,El secreto de sus ojos,2009,8.2,80        ,174881
39,The Taking of Pelham 123,2009,6.4,55        ,174741
40,17 Again,2009,6.3,48        ,168623
41,Surrogates,2009,6.3,45        ,163984
42,Night at the Museum: Battle of the Smithsonian,2009,6.0,42        ,162667
43,He's Just Not That Into You,2009,6.4,47        ,150630
44,Adventureland,2009,6.8,76        ,147261
45,The Lovely Bones,2009,6.7,42        ,146735
46,Underworld: Rise of the Lycans,2009,6.6,44        ,143250
47,Invictus,2009,7.3,74        ,141649
48,The Imaginarium of Doctor Parnassus,2009,6.8,65        ,139230
49,Pandorum,2009,6.7,28        ,137533
50,Monsters vs. Aliens,2009,6.5,56        ,137122
51,Brüno,2009,5.8,54        ,135004
52,The Time Traveler's Wife,2009,7.1,47        ,133514
53,Crank: High Voltage,2009,6.2,41        ,132696
54,State of Play,2009,7.1,64        ,128136
55,9,2009,7.1,60        ,126516
56,Gamer,2009,5.8,27        ,125273
57,An Education,2009,7.3,85        ,123676
58,A Serious Man,2009,7.0,79        ,122920
59,The Men Who Stare at Goats,2009,6.2,54        ,122047
60,Daybreakers,2009,6.4,57        ,117338
61,The Princess and the Frog,2009,7.1,73        ,111189
62,Funny People,2009,6.3,60        ,109587
63,The Invention of Lying,2009,6.3,58        ,108054
64,Antichrist,2009,6.6,49        ,107657
65,Jennifer's Body,2009,5.2,47        ,107095
66,Brothers,2009,7.1,58        ,103984
67,The Boat That Rocked,2009,7.4,58        ,102807
68,Push,2009,6.1,36        ,101191
69,Precious,2009,7.3,79        ,100753
70,A Single Man,2009,7.6,77        ,100074
71,Julie & Julia,2009,7.0,66        ,97510
72,Where the Wild Things Are,2009,6.7,71        ,96852
73,Paul Blart: Mall Cop,2009,5.2,39        ,96492
74,Couples Retreat,2009,5.5,23        ,96259
75,Bride Wars,2009,5.5,24        ,95159
76,Saw VI,2009,6.0,30        ,94283
77,A Christmas Carol,2009,6.8,55        ,92534
78,The Final Destination,2009,5.2,30        ,90040
79,Friday the 13th,2009,5.5,34        ,89972
80,Un prophète,2009,7.9,90        ,88570
81,Splice,2009,5.7,66        ,88446
82,I Love You Phillip Morris,2009,6.6,65        ,87699
83,The International,2009,6.5,52        ,87399
84,Year One,2009,4.9,34        ,86830
85,Flickan som lekte med elden,2009,7.2,66        ,85937
86,The Box,2009,5.5,47        ,85738
87,My Sister's Keeper,2009,7.4,51        ,85388
88,It's Complicated,2009,6.5,57        ,81320
89,Harry Brown,2009,7.2,55        ,81087
90,Crazy Heart,2009,7.2,83        ,80005
91,The Last House on the Left,2009,6.5,42        ,79987
92,Ghosts of Girlfriends Past,2009,5.8,34        ,78392
93,Case 39,2009,6.2,25        ,72300
94,The Uninvited,2009,6.3,43        ,72045
95,The Bad Lieutenant: Port of Call - New Orleans,2009,6.6,69        ,71284
96,Confessions of a Shopaholic,2009,5.9,38        ,71255
97,Youth in Revolt,2009,6.4,63        ,70559
98,The Fourth Kind,2009,5.9,34        ,70344
99,Kynodontas,2009,7.3,73        ,70152
100,The Human Centipede (First Sequence),2009,4.4,33        ,68385
101,Whatever Works,2009,7.1,45        ,67377
102,Dragonball Evolution,2009,2.5,45        ,66466
103,Solomon Kane,2009,6.1,48        ,66338
104,Chloe,2009,6.3,48        ,65373
105,Ninja Assassin,2009,6.3,34        ,65023
106,[Rec]²,2009,6.5,52        ,64527
107,A Perfect Getaway,2009,6.5,63        ,64380
108,Luftslottet som sprängdes,2009,7.3,60        ,63607
109,Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,82        ,63312
110,Enter the Void,2009,7.3,69        ,62189
111,Agora,2009,7.2,55        ,62004
112,Whip It,2009,6.9,68        ,61463
113,Død snø,2009,6.3,61        ,61242
114,Land of the Lost,2009,5.3,32        ,60984
115,The Informant!,2009,6.4,66        ,60402
116,The Boondock Saints II: All Saints Day,2009,6.3,24        ,59008
117,Brooklyn's Finest,2009,6.7,43        ,58356
118,Observe and Report,2009,5.8,54        ,58068
119,The Haunting in Connecticut,2009,5.9,33        ,56800
120,Everybody's Fine,2009,7.1,47        ,56357
121,Fish Tank,2009,7.3,81        ,55195
122,Fanboys,2009,6.6,45        ,54469
123,The Young Victoria,2009,7.3,64        ,54364
124,The Collector,2009,6.4,29        ,53312
125,Valhalla Rising,2009,6.1,61        ,52450
126,Race to Witch Mountain,2009,5.7,52        ,51760
127,In the Loop,2009,7.4,83        ,51414
128,My Bloody Valentine,2009,5.4,51        ,51290
129,Away We Go,2009,7.0,58        ,49852
130,The Soloist,2009,6.7,61        ,49109
131,Planet 51,2009,6.0,39        ,47748
132,The Unborn,2009,4.8,30        ,47419
133,The Cove,2009,8.4,84        ,45469
134,Duplicity,2009,6.1,69        ,45447
135,Halloween II,2009,4.9,35        ,45014
136,Black Dynamite,2009,7.4,65        ,43255
137,Extract,2009,6.1,61        ,42928
138,Banlieue 13: Ultimatum,2009,6.5,64        ,41347
139,Nine,2009,5.8,49        ,40968
140,Cirque du Freak: The Vampire's Assistant,2009,5.9,43        ,40866
141,Fired Up!,2009,6.1,31        ,40769
142,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41        ,39777
143,Capitalism: A Love Story,2009,7.4,61        ,39773
144,The Pink Panther 2,2009,5.6,36        ,39644
145,G-Force,2009,5.1,41        ,39640
146,Darbareye Elly,2009,8.0,87        ,38883
147,Notorious,2009,6.7,60        ,38510
148,The Damned United,2009,7.5,81        ,38433
149,Madeo,2009,7.8,79        ,38303
150,Bakjwi,2009,7.1,73        ,38295
151,All About Steve,2009,4.8,17        ,38020
152,Hannah Montana: The Movie,2009,4.4,47        ,37233
153,The House of the Devil,2009,6.4,73        ,37167
154,The Joneses,2009,6.5,55        ,37057
155,This Is It,2009,7.2,67        ,37015
156,Coco avant Chanel,2009,6.7,65        ,36934
157,Spread,2009,5.9,43        ,36613
158,Los abrazos rotos,2009,7.2,76        ,35965
159,World's Greatest Dad,2009,6.9,69        ,35717
160,Middle Men,2009,6.8,60        ,35348
161,Did You Hear About the Morgans?,2009,4.8,27        ,35173
162,After.Life,2009,5.9,36        ,34728
163,Old Dogs,2009,5.4,19        ,34711
164,Inception,2010,8.8,74        ,1862751
165,Shutter Island,2010,8.1,63        ,1018761
166,Toy Story 3,2010,8.3,92        ,695908
167,Iron Man 2,2010,7.0,57        ,667250
168,Black Swan,2010,8.0,79        ,654325
169,How to Train Your Dragon,2010,8.1,74        ,617690
170,The King's Speech,2010,8.0,88        ,598056
171,The Social Network,2010,7.7,95        ,573336
172,Kick-Ass,2010,7.6,66        ,500786
173,Despicable Me,2010,7.6,72        ,469061
174,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65        ,430804
175,Tangled,2010,7.7,71        ,370835
176,Alice in Wonderland,2010,6.4,53        ,361534
177,Scott Pilgrim vs. the World,2010,7.5,69        ,343008
178,Easy A,2010,7.1,72        ,333653
179,127 Hours,2010,7.6,82        ,326830
180,The Town,2010,7.5,74        ,325372
181,The Fighter,2010,7.8,79        ,318746
182,The Expendables,2010,6.5,45        ,309877
183,Due Date,2010,6.5,51        ,305617
184,Tron,2010,6.8,49        ,298057
185,True Grit,2010,7.6,80        ,286853
186,Salt,2010,6.4,65        ,278959
187,The Book of Eli,2010,6.9,53        ,274277
188,RED,2010,7.0,60        ,273239
189,Clash of the Titans,2010,5.8,39        ,258219
190,Insidious,2010,6.8,52        ,257361
191,Prince of Persia: The Sands of Time,2010,6.6,50        ,257219
192,Robin Hood,2010,6.6,53        ,240956
193,The A-Team,2010,6.7,47        ,236668
194,The Other Guys,2010,6.6,64        ,223771
195,The Twilight Saga: Eclipse,2010,5.0,58        ,213438
196,Grown Ups,2010,5.9,30        ,213132
197,Megamind,2010,7.2,63        ,210378
198,The Tourist,2010,6.0,37        ,208375
199,Predators,2010,6.4,51        ,201319
200,Machete,2010,6.6,60        ,183251
201,Unstoppable,2010,6.7,69        ,174263
202,Blue Valentine,2010,7.4,81        ,171559
203,Knight and Day,2010,6.3,46        ,170853
204,The Next Three Days,2010,7.4,52        ,169642
205,Shrek Forever After,2010,6.3,58        ,169604
206,Love & Other Drugs,2010,6.7,55        ,169112
207,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47        ,166452
208,Get Him to the Greek,2010,6.4,65        ,162459
209,Tucker and Dale vs Evil,2010,7.5,65        ,155072
210,Hot Tub Time Machine,2010,6.4,63        ,154935
211,Resident Evil: Afterlife,2010,5.8,37        ,154276
212,The Ghost Writer,2010,7.2,77        ,149089
213,The Karate Kid,2010,6.2,61        ,147871
214,Date Night,2010,6.3,56        ,145598
215,The Sorcerer's Apprentice,2010,6.1,46        ,144836
216,Buried,2010,7.0,65        ,140547
217,The Last Airbender,2010,4.1,20        ,138783
218,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53        ,131027
219,Never Let Me Go,2010,7.1,69        ,130880
220,Remember Me,2010,7.1,40        ,130336
221,Dear John,2010,6.3,43        ,129847
222,Winter's Bone,2010,7.2,90        ,128510
223,Incendies,2010,8.3,80        ,126380
224,It's Kind of a Funny Story,2010,7.1,63        ,126180
225,Devil,2010,6.2,44        ,122810
226,Green Zone,2010,6.8,63        ,122704
227,The Kids Are All Right,2010,7.0,86        ,121146
228,She's Out of My League,2010,6.4,46        ,118173
229,Life as We Know It,2010,6.5,39        ,114040
230,The Bounty Hunter,2010,5.6,22        ,113483
231,Valentine's Day,2010,5.7,34        ,107799
232,Let Me In,2010,7.1,79        ,107696
233,From Paris with Love,2010,6.5,42        ,107631
234,The Crazies,2010,6.5,55        ,105162
235,The Way Back,2010,7.3,66        ,102819
236,Little Fockers,2010,5.5,27        ,100033
237,The Wolfman,2010,5.8,43        ,98586
238,Repo Men,2010,6.3,32        ,96549
239,Ang-ma-reul bo-at-da,2010,7.8,67        ,95352
240,Faster,2010,6.4,44        ,94272
241,Wall Street: Money Never Sleeps,2010,6.2,59        ,93975
242,Paranormal Activity 2,2010,5.6,53        ,93753
243,Legion,2010,5.2,32        ,93491
244,Dinner for Schmucks,2010,5.9,56        ,92291
245,My Name Is Khan,2010,8.0,50        ,91789
246,The Switch,2010,6.1,52        ,91336
247,Hereafter,2010,6.4,56        ,87593
248,Yip Man 2,2010,7.5,67        ,87528
249,The American,2010,6.3,61        ,87432
250,Leap Year,2010,6.5,33        ,87106
251,Letters to Juliet,2010,6.5,50        ,86779
252,A Nightmare on Elm Street,2010,5.2,35        ,86206
253,Edge of Darkness,2010,6.6,55        ,85196
254,The Losers,2010,6.3,44        ,84903
255,Monsters,2010,6.4,63        ,84704
256,Saw 3D,2010,5.6,24        ,84279
257,Beginners,2010,7.2,81        ,84187
258,Skyline,2010,4.4,26        ,84043
259,Killers,2010,5.4,21        ,82776
260,Cop Out,2010,5.6,31        ,82083
261,Piranha 3D,2010,5.4,53        ,81978
262,Biutiful,2010,7.5,58        ,80889
263,Submarine,2010,7.3,76        ,80363
264,Eat Pray Love,2010,5.8,50        ,78656
265,The Last Song,2010,5.9,33        ,75799
266,Flipped,2010,7.7,45        ,75551
267,Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.0,71        ,75479
268,Centurion,2010,6.4,62        ,74517
269,Legend of the Guardians: The Owls of Ga'Hoole,2010,6.9,53        ,74238
270,Burlesque,2010,6.4,47        ,71687
271,Super,2010,6.7,50        ,71126
272,Sex and the City 2,2010,4.4,27        ,69790
273,I Spit on Your Grave,2010,6.3,27        ,69286
274,Kari-gurashi no Arietti,2010,7.6,80        ,69077
275,Morning Glory,2010,6.5,57        ,68141
276,Four Lions,2010,7.3,68        ,66726
277,Inside Job,2010,8.2,88        ,65719
278,Trolljegeren,2010,7.0,61        ,64076
279,Frozen,2010,6.1,43        ,62846
280,Gulliver's Travels,2010,4.9,33        ,61731
281,The Debt,2010,6.8,65        ,61474
282,Exit Through the Gift Shop,2010,8.0,85        ,59044
283,Jûsan-nin no shikaku,2010,7.6,84        ,58473
284,When in Rome,2010,5.6,25        ,57736
285,Senna,2010,8.6,79        ,56039
286,Charlie St. Cloud,2010,6.4,37        ,55399
287,Going the Distance,2010,6.3,51        ,54677
288,Takers,2010,6.2,45        ,53834
289,Jackass 3D,2010,7.0,56        ,53762
290,Step Up 3D,2010,6.2,45        ,53383
291,Jonah Hex,2010,4.7,33        ,52200
292,Animal Kingdom,2010,7.3,83        ,51854
293,All Good Things,2010,6.3,57        ,50009
294,Hesher,2010,7.0,45        ,48761
295,You Again,2010,5.8,28        ,46987
296,The Back-up Plan,2010,5.3,34        ,46431
297,Everything Must Go,2010,6.4,65        ,46079
298,The Last Exorcism,2010,5.6,63        ,46034
299,Rabbit Hole,2010,7.0,76        ,45552
300,Last Night,2010,6.6,50        ,44941
301,London Boulevard,2010,6.2,52        ,44796
302,Don't Be Afraid of the Dark,2010,5.5,56        ,44718
303,Vampires Suck,2010,3.4,18        ,44322
304,Fair Game,2010,6.8,69        ,44095
305,The Runaways,2010,6.5,65        ,44045
306,Death at a Funeral,2010,5.7,51        ,42712
307,You Will Meet a Tall Dark Stranger,2010,6.3,51        ,41775
308,How Do You Know,2010,5.4,46        ,41421
309,Black Death,2010,6.4,71        ,41396
310,The Company Men,2010,6.8,69        ,41375
311,Somewhere,2010,6.3,67        ,40474
312,MacGruber,2010,5.5,43        ,40192
313,Conviction,2010,7.2,61        ,39984
314,Trust,2010,6.9,60        ,39586
315,Diary of a Wimpy Kid,2010,6.2,56        ,39066
316,Stake Land,2010,6.5,66        ,38955
317,Catfish,2010,7.1,65        ,38824
318,Stone,2010,5.4,58        ,38805
319,13,2010,6.1,29        ,38623
320,The Ward,2010,5.6,38        ,38484
321,Tooth Fairy,2010,5.0,36        ,38467
322,The Spy Next Door,2010,5.4,27        ,37145
323,Hævnen,2010,7.6,65        ,36720
324,Wild Target,2010,6.8,41        ,34097
325,Greenberg,2010,6.1,76        ,33873
326,Cyrus,2010,6.3,74        ,32658
327,L'illusionniste,2010,7.5,82        ,31920
328,The Killer Inside Me,2010,6.1,53        ,31850
329,Rubber,2010,5.8,59        ,31716
330,6 Souls,2010,6.1,28        ,30593
331,The Whistleblower,2010,7.1,59        ,30016
332,"Tomorrow, When the War Began",2010,6.2,54        ,29338
333,Happythankyoumoreplease,2010,6.8,45        ,28395
334,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87        ,699167
335,Thor,2011,7.0,57        ,692773
336,The Intouchables,2011,8.5,57        ,686252
337,Captain America: The First Avenger,2011,6.9,66        ,678291
338,X: First Class,2011,7.7,65        ,614876
339,Drive,2011,7.8,78        ,526374
340,Limitless,2011,7.4,59        ,496370
341,Rise of the Planet of the Apes,2011,7.6,68        ,475709
342,Source Code,2011,7.5,74        ,455748
343,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45        ,451404
344,"Crazy, Stupid, Love.",2011,7.4,68        ,440056
345,The Hangover Part II,2011,6.4,44        ,436304
346,Mission: Impossible - Ghost Protocol,2011,7.4,73        ,431561
347,Warrior,2011,8.2,71        ,406850
348,Horrible Bosses,2011,6.9,57        ,401287
349,Sherlock Holmes: A Game of Shadows,2011,7.5,48        ,397026
350,The Help,2011,8.1,62        ,396257
351,The Girl with the Dragon Tattoo,2011,7.8,71        ,390711
352,Transformers: Dark of the Moon,2011,6.2,42        ,368460
353,Midnight in Paris,2011,7.7,81        ,359465
354,In Time,2011,6.7,53        ,348523
355,The Cabin in the Woods,2011,7.0,72        ,342238
356,Fast Five,2011,7.3,66        ,332949
357,Moneyball,2011,7.6,87        ,329991
358,Super 8,2011,7.0,72        ,322169
359,Friends with Benefits,2011,6.5,63        ,319747
360,50/50,2011,7.6,72        ,302672
361,Hugo,2011,7.5,83        ,286564
362,Real Steel,2011,7.1,56        ,284845
363,Green Lantern,2011,5.5,39        ,253783
364,Bridesmaids,2011,6.8,75        ,251622
365,Unknown,2011,6.8,56        ,236414
366,Kung Fu Panda 2,2011,7.2,67        ,231648
367,The Grey,2011,6.8,64        ,230032
368,The Adjustment Bureau,2011,7.0,60        ,229308
369,The Descendants,2011,7.3,84        ,224460
370,Paul,2011,7.0,57        ,222089
371,Sucker Punch,2011,6.0,33        ,219477
372,I Am Number Four,2011,6.1,36        ,218962
373,The Artist,2011,7.9,89        ,218277
374,Rango,2011,7.2,75        ,218026
375,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45        ,210024
376,The Ides of March,2011,7.1,67        ,208105
377,Just Go with It,2011,6.4,33        ,203951
378,The Adventures of Tintin,2011,7.3,68        ,203911
379,Contagion,2011,6.6,70        ,202624
380,Jodaeiye Nader az Simin,2011,8.3,95        ,200007
381,No Strings Attached,2011,6.2,50        ,199383
382,The Lincoln Lawyer,2011,7.3,63        ,197366
383,Cowboys & Aliens,2011,6.0,50        ,197108
384,Rio,2011,6.9,63        ,193238
385,Bad Teacher,2011,5.6,47        ,182463
386,Hanna,2011,6.8,65        ,180136
387,Serbuan Maut,2011,7.6,73        ,177591
388,Tinker Tailor Soldier Spy,2011,7.1,85        ,175885
389,Shame,2011,7.2,72        ,172446
390,Battle Los Angeles,2011,5.7,37        ,167761
391,The Tree of Life,2011,6.8,85        ,157267
392,The Change-Up,2011,6.3,39        ,156613
393,Melancholia,2011,7.1,80        ,154786
394,Immortals,2011,6.0,46        ,153831
395,The Green Hornet,2011,5.8,39        ,149320
396,The Mechanic,2011,6.6,49        ,142442
397,Cars 2,2011,6.2,57        ,141780
398,War Horse,2011,7.2,72        ,137497
399,Puss in Boots,2011,6.6,65        ,134523
400,One Day,2011,7.0,48        ,129110
401,We Bought a Zoo,2011,7.1,58        ,127673
402,Tower Heist,2011,6.2,59        ,125844
403,We Need to Talk About Kevin,2011,7.5,68        ,124894
404,La piel que habito,2011,7.6,70        ,124808
405,Scream 4,2011,6.1,52        ,119651
406,Killer Elite,2011,6.5,44        ,118320
407,J. Edgar,2011,6.5,59        ,116634
408,Hall Pass,2011,5.8,45        ,114538
409,The Thing,2011,6.2,49        ,112811
410,Carnage,2011,7.2,61        ,112159
411,Johnny English Reborn,2011,6.3,46        ,112096
412,Priest,2011,5.7,41        ,109056
413,Margin Call,2011,7.1,76        ,107930
414,Water for Elephants,2011,6.9,52        ,106391
415,Ghost Rider: Spirit of Vengeance,2011,4.3,34        ,104484
416,Red Riding Hood,2011,5.4,29        ,102969
417,Final Destination 5,2011,5.8,50        ,99028
418,The Three Musketeers,2011,5.7,35        ,98923
419,The Iron Lady,2011,6.4,54        ,96919
420,The Rum Diary,2011,6.2,56        ,95170
421,Fright Night,2011,6.3,64        ,95067
422,Attack the Block,2011,6.6,75        ,94406
423,A Dangerous Method,2011,6.4,76        ,93775
424,Extremely Loud & Incredibly Close,2011,6.9,46        ,93637
425,Your Highness,2011,5.5,31        ,93492
426,Hodejegerne,2011,7.5,72        ,91755
427,Conan the Barbarian,2011,5.2,36        ,91296
428,Drive Angry,2011,5.4,44        ,90677
429,Colombiana,2011,6.4,45        ,88281
430,30 Minutes or Less,2011,6.1,49        ,87907
431,The Best Exotic Marigold Hotel,2011,7.2,62        ,86353
432,Another Earth,2011,7.0,66        ,86347
433,Season of the Witch,2011,5.4,28        ,86337
434,The Rite,2011,6.0,38        ,86211
435,Paranormal Activity 3,2011,5.8,59        ,86186
436,Take Shelter,2011,7.4,85        ,84037
437,The Muppets,2011,7.1,75        ,83154
438,Mr. Popper's Penguins,2011,6.0,53        ,81335
439,Our Idiot Brother,2011,6.4,60        ,81197
440,You're Next,2011,6.5,66        ,80302
441,Goon,2011,6.8,64        ,80185
442,My Week with Marilyn,2011,7.0,65        ,79796
443,Haywire,2011,5.8,67        ,79057
444,The Smurfs,2011,5.4,30        ,78238
445,New Year's Eve,2011,5.7,22        ,77042
446,The Guard,2011,7.3,78        ,75667
447,Jane Eyre,2011,7.3,76        ,75652
448,Justin Bieber: Never Say Never,2011,1.6,52        ,74999
449,Young Adult,2011,6.3,71        ,74737
450,The Inbetweeners Movie,2011,6.7,44        ,73794
451,Abduction,2011,5.1,25        ,72962
452,Beastly,2011,5.6,40        ,72959
453,Jack and Jill,2011,3.3,23        ,72236
454,Detachment,2011,7.7,52        ,70146
455,What's Your Number?,2011,6.1,35        ,68420
456,Killer Joe,2011,6.7,62        ,68251
457,God Bless America,2011,7.2,56        ,66125
458,The Sitter,2011,5.7,39        ,65853
459,A Very Harold & Kumar 3D Christmas,2011,6.3,61        ,62482
460,The Eagle,2011,6.2,55        ,61911
461,The Awakening,2011,6.5,53        ,60563
462,Machine Gun Preacher,2011,6.8,43        ,60355
463,"Jeff, Who Lives at Home",2011,6.5,60        ,60230
464,Dream House,2011,6.0,35        ,60054
465,Red State,2011,6.2,50        ,59585
466,Larry Crowne,2011,6.1,41        ,59430
467,Salmon Fishing in the Yemen,2011,6.8,58        ,59241
468,The Devil's Double,2011,7.1,52        ,58543
469,Like Crazy,2011,6.7,68        ,56184
470,The Darkest Hour,2011,4.9,18        ,55307
471,Something Borrowed,2011,5.9,36        ,54702
472,Bernie,2011,6.8,75        ,54083
473,The Art of Getting By,2011,6.6,36        ,54004
474,Zookeeper,2011,5.2,30        ,53161
475,Win Win,2011,7.1,75        ,51757
476,Apollo 18,2011,5.2,24        ,51738
477,Perfect Sense,2011,7.1,55        ,51560
478,Sanctum,2011,5.9,42        ,51505
479,Gnomeo & Juliet,2011,5.9,53        ,49880
480,Arthur,2011,5.7,36        ,49218
481,Take Me Home Tonight,2011,6.3,42        ,48926
482,Grave Encounters,2011,6.1,33        ,48582
483,The Dilemma,2011,5.3,46        ,48389
484,Don 2,2011,7.1,49        ,46780
485,Martha Marcy May Marlene,2011,6.9,75        ,46154
486,Jin ling shi san chai,2011,7.6,46        ,46112
487,Arthur Christmas,2011,7.1,69        ,45704
488,The Beaver,2011,6.7,60        ,45386
489,Footloose,2011,5.9,58        ,43620
490,Seeking Justice,2011,6.2,38        ,42996
491,Hobo with a Shotgun,2011,6.1,55        ,42184
492,Soul Surfer,2011,7.0,53        ,42069
493,Kill the Irishman,2011,7.1,50        ,41890
494,The Big Year,2011,6.2,53        ,39731
495,Trespass,2011,5.3,37        ,39708
496,Friends with Kids,2011,6.1,55        ,39485
497,Monte Carlo,2011,5.8,43        ,39005
498,Happy Feet Two,2011,5.9,50        ,38772
499,Ironclad,2011,6.1,42        ,38642
500,Anonymous,2011,6.9,50        ,38093
501,The Dark Knight Rises,2012,8.4,78        ,1400995
502,Django Unchained,2012,8.4,81        ,1227416
503,The Avengers,2012,8.0,69        ,1194854
504,The Hunger Games,2012,7.2,68        ,800408
505,The Hobbit: An Unexpected Journey,2012,7.8,58        ,723290
506,Silver Linings Playbook,2012,7.7,81        ,624870
507,Skyfall,2012,7.7,81        ,595692
508,Ted,2012,6.9,62        ,542074
509,Prometheus,2012,7.0,64        ,542043
510,Life of Pi,2012,7.9,79        ,541082
511,Argo,2012,7.7,86        ,538700
512,The Amazing Spider-Man,2012,6.9,66        ,530687
513,Looper,2012,7.4,84        ,504312
514,21 Jump Street,2012,7.2,69        ,481590
515,The Perks of Being a Wallflower,2012,8.0,67        ,425801
516,Wreck-It Ralph,2012,7.7,72        ,349947
517,Brave,2012,7.1,69        ,342886
518,Cloud Atlas,2012,7.4,55        ,328340
519,Men in Black 3,2012,6.8,58        ,314410
520,Flight,2012,7.3,76        ,305506
521,Moonrise Kingdom,2012,7.8,84        ,294165
522,Les Misérables,2012,7.6,63        ,288279
523,Jack Reacher,2012,7.0,50        ,287007
524,The Expendables 2,2012,6.6,51        ,279198
525,Taken 2,2012,6.2,45        ,274949
526,The Bourne Legacy,2012,6.7,61        ,270389
527,Snow White and the Huntsman,2012,6.1,57        ,260543
528,Pitch Perfect,2012,7.2,66        ,258813
529,Zero Dark Thirty,2012,7.4,95        ,253263
530,The Dictator,2012,6.4,58        ,253094
531,Jagten,2012,8.3,77        ,245980
532,John Carter,2012,6.6,51        ,243455
533,Dredd,2012,7.1,60        ,236478
534,Dark Shadows,2012,6.2,55        ,231888
535,Chronicle,2012,7.0,69        ,230527
536,Lincoln,2012,7.3,86        ,230435
537,Total Recall,2012,6.3,43        ,229862
538,The Place Beyond the Pines,2012,7.3,68        ,228696
539,Battleship,2012,5.8,41        ,226388
540,Seven Psychopaths,2012,7.2,66        ,225303
541,The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52        ,216825
542,Lawless,2012,7.3,58        ,215355
543,End of Watch,2012,7.6,68        ,213195
544,Hotel Transylvania,2012,7.1,47        ,206544
545,Sinister,2012,6.8,53        ,200693
546,Safe House,2012,6.7,52        ,194009
547,American Reunion,2012,6.7,49        ,193371
548,Lo imposible,2012,7.6,73        ,180211
549,Project X,2012,6.6,48        ,179072
550,Ice Age: Continental Drift,2012,6.6,49        ,177584
551,The Vow,2012,6.8,43        ,174878
552,Wrath of the Titans,2012,5.7,37        ,173535
553,This Means War,2012,6.3,31        ,168432
554,The Woman in Black,2012,6.4,62        ,166353
555,Mud,2012,7.4,76        ,157802
556,Madagascar 3: Europe's Most Wanted,2012,6.8,60        ,149017
557,Rise of the Guardians,2012,7.3,57        ,146437
558,Abraham Lincoln: Vampire Hunter,2012,5.9,42        ,143635
559,Underworld Awakening,2012,6.4,39        ,139193
560,Man on a Ledge,2012,6.6,40        ,138147
561,The Master,2012,7.2,86        ,133113
562,Spring Breakers,2012,5.3,63        ,127664
563,Resident Evil: Retribution,2012,5.4,39        ,126056
564,Killing Them Softly,2012,6.2,64        ,124713
565,Magic Mike,2012,6.1,72        ,124693
566,This Is 40,2012,6.2,59        ,119674
567,The Campaign,2012,6.1,50        ,119419
568,The Watch,2012,5.7,36        ,116423
569,Savages,2012,6.5,59        ,116317
570,Safety Not Guaranteed,2012,7.0,72        ,112519
571,Contraband,2012,6.5,51        ,112176
572,Premium Rush,2012,6.5,66        ,105739
573,Seeking a Friend for the End of the World,2012,6.7,59        ,102561
574,Get the Gringo,2012,7.0,60        ,98465
